Trait,Metric,Method,Annotation,Score,Score SE
Platelet Count,tau_star,S-LD2MAF,Human_Promoter_Villar.flanking.500,-0.20943829302788003,0.30601570076870643
Platelet Count,tau_star,S-LD2MAF,Human_Enhancer_Villar,0.12563755801230073,0.3027915369734855
Platelet Count,tau_star,S-LD2MAF,Human_Enhancer_Villar.flanking.500,-0.026838203214655916,0.25409749288429473
Platelet Count,tau_star,S-LD2MAF,Ancient_Sequence_Age_Human_Promoter,0.7391633985503652,0.29354501560516577
Platelet Count,tau_star,S-LD2MAF,Ancient_Sequence_Age_Human_Promoter.flanking.500,0.2292715091209912,0.3568685706240337
Platelet Count,tau_star,S-LD2MAF,Ancient_Sequence_Age_Human_Enhancer,0.36003295039646255,0.2938146877145988
Platelet Count,tau_star,S-LD2MAF,Ancient_Sequence_Age_Human_Enhancer.flanking.500,0.055320660992869274,0.2863548822049375
Platelet Count,tau_star,S-LD2MAF,Human_Enhancer_Villar_Species_Enhancer_Count,0.39303068918516565,0.1762134403422007
Platelet Count,tau_star,S-LD2MAF,Human_Promoter_Villar_ExAC,0.4747763243048014,0.23492802760703474
Platelet Count,tau_star,S-LD2MAF,Human_Promoter_Villar_ExAC.flanking.500,0.3831506498369695,0.3643950116217323
Platelet Count,tau_star,S-LD2,base,-0.0,0.0
Platelet Count,tau_star,S-LD2,Coding_UCSC,1.0600216672729261,1.3908232692721383
Platelet Count,tau_star,S-LD2,Coding_UCSC.flanking.500,-0.39739459493979423,0.745287309270006
Platelet Count,tau_star,S-LD2,Conserved_LindbladToh,0.9124508498793598,1.4836297164959436
Platelet Count,tau_star,S-LD2,Conserved_LindbladToh.flanking.500,-2.204961769218893,1.8874988428562622
Platelet Count,tau_star,S-LD2,CTCF_Hoffman,-1.6463297984572967,1.0867847445281922
Platelet Count,tau_star,S-LD2,CTCF_Hoffman.flanking.500,-0.1629743868275665,0.8018607870587795
Platelet Count,tau_star,S-LD2,DGF_ENCODE,3.1848545288385424,1.458075602824946
Platelet Count,tau_star,S-LD2,DGF_ENCODE.flanking.500,1.3776847159981476,0.8554959148017082
Platelet Count,tau_star,S-LD2,DHS_peaks_Trynka,-1.1476099089764085,1.4921115268205085
Platelet Count,tau_star,S-LD2,DHS_Trynka,-1.672158680163923,1.4734493681804783
Platelet Count,tau_star,S-LD2,DHS_Trynka.flanking.500,1.025517043818688,1.0004743490714796
Platelet Count,tau_star,S-LD2,Enhancer_Andersson,1.6211745321367577,1.392707246070571
Platelet Count,tau_star,S-LD2,Enhancer_Andersson.flanking.500,-0.5537131814995985,0.5725109407868706
Platelet Count,tau_star,S-LD2,Enhancer_Hoffman,0.5306356040904596,0.9936361635381312
Platelet Count,tau_star,S-LD2,Enhancer_Hoffman.flanking.500,2.1447265039949652,0.8525535131257724
Platelet Count,tau_star,S-LD2,FetalDHS_Trynka,2.311397496410906,1.2838123942114368
Platelet Count,tau_star,S-LD2,FetalDHS_Trynka.flanking.500,-1.1355820770086835,0.9552249097183071
Platelet Count,tau_star,S-LD2,H3K27ac_Hnisz,0.21181811048236837,0.45270193078959897
Platelet Count,tau_star,S-LD2,H3K27ac_Hnisz.flanking.500,-0.3776622686317636,0.7160658527306754
Platelet Count,tau_star,S-LD2,H3K27ac_PGC2,-0.3918798379368098,0.6409082685705568
Platelet Count,tau_star,S-LD2,H3K27ac_PGC2.flanking.500,-0.6770454513523382,0.6909716774380075
Platelet Count,tau_star,S-LD2,H3K4me1_peaks_Trynka,0.26854548532251626,1.218561332216578
Platelet Count,tau_star,S-LD2,H3K4me1_Trynka,-0.30540856695936086,0.9878667752831156
Platelet Count,tau_star,S-LD2,H3K4me1_Trynka.flanking.500,-0.66290093411978,0.7028871416459
Platelet Count,tau_star,S-LD2,H3K4me3_peaks_Trynka,-0.32286547631835366,1.338045438697137
Platelet Count,tau_star,S-LD2,H3K4me3_Trynka,1.2599471966098605,1.0682791322970009
Platelet Count,tau_star,S-LD2,H3K4me3_Trynka.flanking.500,1.4446906110844884,0.8711320936246835
Platelet Count,tau_star,S-LD2,H3K9ac_peaks_Trynka,-1.24742169600898,1.4955106192868532
Platelet Count,tau_star,S-LD2,H3K9ac_Trynka,-0.2868610019570581,1.1604971717050727
Platelet Count,tau_star,S-LD2,H3K9ac_Trynka.flanking.500,0.4818988446922471,0.7699886243459639
Platelet Count,tau_star,S-LD2,Intron_UCSC,-0.21957437533362043,0.14098787982562988
Platelet Count,tau_star,S-LD2,Intron_UCSC.flanking.500,0.2896012685778762,1.9828845669517288
Platelet Count,tau_star,S-LD2,PromoterFlanking_Hoffman,2.4510604205137265,1.567186211827234
Platelet Count,tau_star,S-LD2,PromoterFlanking_Hoffman.flanking.500,-2.361448175419326,0.7891829932097445
Platelet Count,tau_star,S-LD2,Promoter_UCSC,1.1753390423642915,1.0097481686705636
Platelet Count,tau_star,S-LD2,Promoter_UCSC.flanking.500,0.23033147405544868,1.089243618336595
Platelet Count,tau_star,S-LD2,Repressed_Hoffman,0.29345484753905976,0.974666272411796
Platelet Count,tau_star,S-LD2,Repressed_Hoffman.flanking.500,-0.8533703461672782,0.5962911972122972
Platelet Count,tau_star,S-LD2,SuperEnhancer_Hnisz,0.539374125084849,0.38323440197094133
Platelet Count,tau_star,S-LD2,SuperEnhancer_Hnisz.flanking.500,-0.02185916998888448,1.227497005184507
Platelet Count,tau_star,S-LD2,TFBS_ENCODE,1.2209839071433677,1.0036047138402289
Platelet Count,tau_star,S-LD2,TFBS_ENCODE.flanking.500,-1.642601861484445,0.8760435886078459
Platelet Count,tau_star,S-LD2,Transcr_Hoffman,0.6965198954790232,0.8062746177807443
Platelet Count,tau_star,S-LD2,Transcr_Hoffman.flanking.500,0.16306026603626772,0.6514360944899725
Platelet Count,tau_star,S-LD2,TSS_Hoffman,1.5584951924173254,1.0938652701146274
Platelet Count,tau_star,S-LD2,TSS_Hoffman.flanking.500,-0.5411484509467147,1.1591760709477164
Platelet Count,tau_star,S-LD2,UTR_3_UCSC,-0.8301071215038142,0.8789478400106207
Platelet Count,tau_star,S-LD2,UTR_3_UCSC.flanking.500,0.4025383888931524,0.8367123549126856
Platelet Count,tau_star,S-LD2,UTR_5_UCSC,-0.5569387892333008,0.9234719732678165
Platelet Count,tau_star,S-LD2,UTR_5_UCSC.flanking.500,-0.06678458383733792,0.7625211473781819
Platelet Count,tau_star,S-LD2,WeakEnhancer_Hoffman,0.1428150808147405,0.9949038520290588
Platelet Count,tau_star,S-LD2,WeakEnhancer_Hoffman.flanking.500,-0.9631747938431302,0.8281144715015561
Platelet Count,tau_star,S-LD2,GERP.NS,-1.1467429199198815,0.7762246871851284
Platelet Count,tau_star,S-LD2,GERP.RSsup4,-0.30084623870411187,0.9752433976535039
Platelet Count,tau_star,S-LD2,MAFbin1,0.6842148860574675,0.3835467836824258
Platelet Count,tau_star,S-LD2,MAFbin2,1.178169660321542,0.43399597828441855
Platelet Count,tau_star,S-LD2,MAFbin3,0.5465974779916491,0.3030873839404174
Platelet Count,tau_star,S-LD2,MAFbin4,0.6745699816086589,0.2998544050603842
Platelet Count,tau_star,S-LD2,MAFbin5,0.5285133454250263,0.30163113495396504
Platelet Count,tau_star,S-LD2,MAFbin6,0.22344018832218726,0.35033757558527656
Platelet Count,tau_star,S-LD2,MAFbin7,0.5012169230590056,0.3367227053995006
Platelet Count,tau_star,S-LD2,MAFbin8,0.5616339692494916,0.3328940708021841
Platelet Count,tau_star,S-LD2,MAFbin9,0.28299301231409546,0.30375946173963436
Platelet Count,tau_star,S-LD2,MAFbin10,0.36100078395784274,0.3080847044250851
Platelet Count,tau_star,S-LD2,MAF_Adj_Predicted_Allele_Age,-0.6969786541956737,0.44940533932926
Platelet Count,tau_star,S-LD2,MAF_Adj_LLD_AFR,-0.31572324798620727,0.33643977260481533
Platelet Count,tau_star,S-LD2,Recomb_Rate_10kb,-0.469327896118505,0.2170909383284127
Platelet Count,tau_star,S-LD2,Nucleotide_Diversity_10kb,-0.8464395781872605,0.3438972879177335
Platelet Count,tau_star,S-LD2,Backgrd_Selection_Stat,1.250699059576674,0.4948455060511973
Platelet Count,tau_star,S-LD2,CpG_Content_50kb,0.2289292132816326,0.35088214645243704
Platelet Count,tau_star,S-LD2,MAF_Adj_ASMC,0.6778869105602032,0.3294943131219489
Platelet Count,tau_star,S-LD2,GTEx_eQTL_MaxCPP,0.9079521735076371,0.6936401184551917
Platelet Count,tau_star,S-LD2,BLUEPRINT_H3K27acQTL_MaxCPP,-0.21698557513543532,0.5545376959546322
Platelet Count,tau_star,S-LD2,BLUEPRINT_H3K4me1QTL_MaxCPP,1.0358458122616214,0.6024142982643761
Platelet Count,tau_star,S-LD2,BLUEPRINT_DNA_methylation_MaxCPP,1.5787818619644014,0.5477547098077843
Platelet Count,tau_star,S-LD2,synonymous,0.14597967592770242,2.020564420106133
Platelet Count,tau_star,S-LD2,non_synonymous,0.0273023160743995,1.199748933058881
Platelet Count,tau_star,S-LD2,Conserved_Vertebrate_phastCons46way,-0.9596329914420572,1.1239076567325672
Platelet Count,tau_star,S-LD2,Conserved_Vertebrate_phastCons46way.flanking.500,-1.4622745994565103,1.3076764608561118
Platelet Count,tau_star,S-LD2,Conserved_Mammal_phastCons46way,1.3957927785324673,1.665931721191659
Platelet Count,tau_star,S-LD2,Conserved_Mammal_phastCons46way.flanking.500,2.530921281138243,1.7553395774928375
Platelet Count,tau_star,S-LD2,Conserved_Primate_phastCons46way,1.627745705143981,1.1572898618937226
Platelet Count,tau_star,S-LD2,Conserved_Primate_phastCons46way.flanking.500,2.089170559512982,0.8884636637289848
Platelet Count,tau_star,S-LD2,BivFlnk,-1.2662528450515347,0.890534231252668
Platelet Count,tau_star,S-LD2,BivFlnk.flanking.500,0.92029822551738,0.9578436501735788
Platelet Count,tau_star,S-LD2,Human_Promoter_Villar,-1.1081309900476006,0.9483846620226803
Platelet Count,tau_star,S-LD2,Human_Promoter_Villar.flanking.500,-1.426466359323999,1.1987866672676297
Platelet Count,tau_star,S-LD2,Human_Enhancer_Villar,0.11571207805333754,1.1780771208434686
Platelet Count,tau_star,S-LD2,Human_Enhancer_Villar.flanking.500,0.2516494009923703,0.9804285839830035
Platelet Count,tau_star,S-LD2,Ancient_Sequence_Age_Human_Promoter,3.7090007944108376,1.1998523703576374
Platelet Count,tau_star,S-LD2,Ancient_Sequence_Age_Human_Promoter.flanking.500,0.9683712058277538,1.3870118584276376
Platelet Count,tau_star,S-LD2,Ancient_Sequence_Age_Human_Enhancer,1.5225764133959658,1.0780516216119946
Platelet Count,tau_star,S-LD2,Ancient_Sequence_Age_Human_Enhancer.flanking.500,0.10271186037064668,1.0535410281542175
Platelet Count,tau_star,S-LD2,Human_Enhancer_Villar_Species_Enhancer_Count,1.4904186313049825,0.6156965175788326
Platelet Count,tau_star,S-LD2,Human_Promoter_Villar_ExAC,1.9841241210826077,0.9315300887450633
Platelet Count,tau_star,S-LD2,Human_Promoter_Villar_ExAC.flanking.500,0.9303210150311794,1.2673311374777216
Age at Menarche,tau,S-LDSC,base,-4.0529697787356206e-08,2.276479636699103e-08
Age at Menarche,tau,S-LDSC,Coding_UCSC,3.4762522128520124e-09,1.1429636182973829e-07
Age at Menarche,tau,S-LDSC,Coding_UCSC.flanking.500,-6.115188410037681e-08,2.7821844953080224e-08
Age at Menarche,tau,S-LDSC,Conserved_LindbladToh,2.0999649518888936e-08,1.549933691079729e-07
Age at Menarche,tau,S-LDSC,Conserved_LindbladToh.flanking.500,-4.945500080091813e-08,2.8532758139029907e-08
Age at Menarche,tau,S-LDSC,CTCF_Hoffman,8.264618775359247e-08,4.765074966905376e-08
Age at Menarche,tau,S-LDSC,CTCF_Hoffman.flanking.500,-2.805394949071954e-08,2.930149894821036e-08
Age at Menarche,tau,S-LDSC,DGF_ENCODE,-1.2121887022848406e-08,3.0911027884670866e-08
Age at Menarche,tau,S-LDSC,DGF_ENCODE.flanking.500,-4.192348571759526e-08,1.615119440132025e-08
Age at Menarche,tau,S-LDSC,DHS_peaks_Trynka,-8.290617462981378e-08,5.5599014055666064e-08
Age at Menarche,tau,S-LDSC,DHS_Trynka,-4.818200113106506e-08,4.1589264285282795e-08
Age at Menarche,tau,S-LDSC,DHS_Trynka.flanking.500,2.7316784776208934e-09,2.0105865431246802e-08
Age at Menarche,tau,S-LDSC,Enhancer_Andersson,9.103319253384502e-08,9.512341189392267e-08
Age at Menarche,tau,S-LDSC,Enhancer_Andersson.flanking.500,-8.264672019000384e-08,4.409911422199485e-08
Age at Menarche,tau,S-LDSC,Enhancer_Hoffman,2.6160678406950155e-08,3.040276834822171e-08
Age at Menarche,tau,S-LDSC,Enhancer_Hoffman.flanking.500,-1.705293463542195e-08,3.0644235710578856e-08
Age at Menarche,tau,S-LDSC,FetalDHS_Trynka,9.348540734962619e-09,4.145739930495875e-08
Age at Menarche,tau,S-LDSC,FetalDHS_Trynka.flanking.500,-1.731474644366065e-08,1.9367699383748954e-08
Age at Menarche,tau,S-LDSC,H3K27ac_Hnisz,4.1569975015958495e-10,1.186117693869269e-08
Age at Menarche,tau,S-LDSC,H3K27ac_Hnisz.flanking.500,1.1855197167517813e-08,4.814519777667525e-08
Age at Menarche,tau,S-LDSC,H3K27ac_PGC2,3.886206498434764e-08,1.420859774936408e-08
Age at Menarche,tau,S-LDSC,H3K27ac_PGC2.flanking.500,3.0805125629203066e-08,3.82424552407544e-08
Age at Menarche,tau,S-LDSC,H3K4me1_peaks_Trynka,6.899480476227548e-08,2.7034294265601954e-08
Age at Menarche,tau,S-LDSC,H3K4me1_Trynka,-2.6570686626684512e-08,1.618058503231162e-08
Age at Menarche,tau,S-LDSC,H3K4me1_Trynka.flanking.500,4.075700425440392e-09,1.763339419168842e-08
Age at Menarche,tau,S-LDSC,H3K4me3_peaks_Trynka,2.946582485392999e-08,5.189182926388988e-08
Age at Menarche,tau,S-LDSC,H3K4me3_Trynka,-2.242831565674076e-08,2.1020146065104884e-08
Age at Menarche,tau,S-LDSC,H3K4me3_Trynka.flanking.500,6.18425273611513e-09,2.162175569820891e-08
Age at Menarche,tau,S-LDSC,H3K9ac_peaks_Trynka,1.0677235493171373e-08,5.2630222345302404e-08
Age at Menarche,tau,S-LDSC,H3K9ac_Trynka,-1.8230620746657694e-08,2.28045962370231e-08
Age at Menarche,tau,S-LDSC,H3K9ac_Trynka.flanking.500,-2.8926220739711253e-08,2.004751118333856e-08
Age at Menarche,tau,S-LDSC,Intron_UCSC,4.855948286615482e-09,4.199354851822127e-09
Age at Menarche,tau,S-LDSC,Intron_UCSC.flanking.500,2.624111607592045e-08,1.3119267761098664e-07
Age at Menarche,tau,S-LDSC,PromoterFlanking_Hoffman,-8.063182860771798e-08,9.406174265177497e-08
Age at Menarche,tau,S-LDSC,PromoterFlanking_Hoffman.flanking.500,-5.6881343306912256e-08,5.4911311194568806e-08
Age at Menarche,tau,S-LDSC,Promoter_UCSC,4.569519862671003e-09,3.1045434776028575e-08
Age at Menarche,tau,S-LDSC,Promoter_UCSC.flanking.500,-2.4516703651031153e-08,9.638340087293568e-08
Age at Menarche,tau,S-LDSC,Repressed_Hoffman,2.3450803469346567e-08,1.512931015264552e-08
Age at Menarche,tau,S-LDSC,Repressed_Hoffman.flanking.500,1.610904368986895e-08,1.5157962532748896e-08
Age at Menarche,tau,S-LDSC,SuperEnhancer_Hnisz,-1.1341902491760342e-08,8.427237359976383e-09
Age at Menarche,tau,S-LDSC,SuperEnhancer_Hnisz.flanking.500,-2.533646079130024e-07,1.0367303223957622e-07
Age at Menarche,tau,S-LDSC,TFBS_ENCODE,-8.791085839622719e-09,2.1960158728108767e-08
Age at Menarche,tau,S-LDSC,TFBS_ENCODE.flanking.500,9.56236121707295e-09,1.982501612612799e-08
Age at Menarche,tau,S-LDSC,Transcr_Hoffman,1.761653919830339e-08,1.1422823514913174e-08
Age at Menarche,tau,S-LDSC,Transcr_Hoffman.flanking.500,-9.29224779849319e-09,1.1115273932060376e-08
Age at Menarche,tau,S-LDSC,TSS_Hoffman,1.2570536508019798e-07,6.988096968349024e-08
Age at Menarche,tau,S-LDSC,TSS_Hoffman.flanking.500,-7.625650571702554e-09,5.5512247272349525e-08
Age at Menarche,tau,S-LDSC,UTR_3_UCSC,1.0098906388110341e-07,1.2826198476459293e-07
Age at Menarche,tau,S-LDSC,UTR_3_UCSC.flanking.500,-9.572609449602364e-09,5.258926755840575e-08
Age at Menarche,tau,S-LDSC,UTR_5_UCSC,6.310962560025337e-08,1.0262846415523884e-07
Age at Menarche,tau,S-LDSC,UTR_5_UCSC.flanking.500,-2.972864392899241e-09,4.129779085897507e-08
Age at Menarche,tau,S-LDSC,WeakEnhancer_Hoffman,-5.858901556426333e-08,4.6794628355818587e-08
Age at Menarche,tau,S-LDSC,WeakEnhancer_Hoffman.flanking.500,1.6740325626794237e-08,2.4677026854193514e-08
Age at Menarche,tau,S-LDSC,GERP.NS,1.8154323547486305e-08,5.991401859376087e-09
Age at Menarche,tau,S-LDSC,GERP.RSsup4,2.480202161088303e-08,1.30702723682598e-07
Age at Menarche,tau,S-LDSC,MAFbin1,1.2442047281534703e-08,6.255522413074179e-09
Age at Menarche,tau,S-LDSC,MAFbin2,7.020352352341162e-09,7.11738687588668e-09
Age at Menarche,tau,S-LDSC,MAFbin3,2.773590589116457e-08,7.118886392882986e-09
Age at Menarche,tau,S-LDSC,MAFbin4,2.692822794208066e-08,7.99478557559113e-09
Age at Menarche,tau,S-LDSC,MAFbin5,4.300651460523855e-08,1.0676258871362998e-08
Age at Menarche,tau,S-LDSC,MAFbin6,2.7071050127023546e-08,1.013310497323074e-08
Age at Menarche,tau,S-LDSC,MAFbin7,6.229382825584432e-08,1.1257929813933869e-08
Age at Menarche,tau,S-LDSC,MAFbin8,3.6872034180995686e-08,1.3800632427662156e-08
Age at Menarche,tau,S-LDSC,MAFbin9,7.235458029963282e-08,2.10447709270227e-08
Age at Menarche,tau,S-LDSC,MAFbin10,4.955225439404807e-08,1.1810449294798202e-08
Age at Menarche,tau,S-LDSC,MAF_Adj_Predicted_Allele_Age,-6.5877830179847e-09,6.151620418590636e-09
Age at Menarche,tau,S-LDSC,MAF_Adj_LLD_AFR,-6.7467603938672e-09,3.945768810862755e-09
Age at Menarche,tau,S-LDSC,Recomb_Rate_10kb,-2.6040958096853817e-09,9.293246140439735e-10
Age at Menarche,tau,S-LDSC,Nucleotide_Diversity_10kb,-1.1609891232612482e-09,1.8266434900413498e-09
Age at Menarche,tau,S-LDSC,Backgrd_Selection_Stat,2.422378794844352e-08,1.756684315350069e-08
Age at Menarche,tau,S-LDSC,CpG_Content_50kb,2.819276733322429e-06,7.18712126712372e-07
Age at Menarche,tau,S-LDSC,MAF_Adj_ASMC,-1.761081818072839e-08,4.132258602779797e-09
Age at Menarche,tau,S-LDSC,GTEx_eQTL_MaxCPP,1.1298724801853056e-07,1.0056436301742297e-07
Age at Menarche,tau,S-LDSC,BLUEPRINT_H3K27acQTL_MaxCPP,-3.040208529123229e-08,7.240930944004802e-08
Age at Menarche,tau,S-LDSC,BLUEPRINT_H3K4me1QTL_MaxCPP,3.0216454380634875e-07,1.389882980420144e-07
Age at Menarche,tau,S-LDSC,BLUEPRINT_DNA_methylation_MaxCPP,2.26760454647675e-09,5.087765120344346e-08
Age at Menarche,tau,S-LDSC,synonymous,-1.2905158780527228e-07,2.596744163097356e-07
Age at Menarche,tau,S-LDSC,non_synonymous,-1.7490861079046246e-07,2.133476912085445e-07
Age at Menarche,tau,S-LDSC,Conserved_Vertebrate_phastCons46way,-4.5345455291540696e-08,7.462478632228181e-08
Age at Menarche,tau,S-LDSC,Conserved_Vertebrate_phastCons46way.flanking.500,-9.70740335307723e-09,2.1114443049656174e-08
Age at Menarche,tau,S-LDSC,Conserved_Mammal_phastCons46way,3.369275849192072e-08,1.6345681360645456e-07
Age at Menarche,tau,S-LDSC,Conserved_Mammal_phastCons46way.flanking.500,5.046972812737498e-09,2.5893018977488556e-08
Age at Menarche,tau,S-LDSC,Conserved_Primate_phastCons46way,3.1439460521462123e-07,8.5061880967181e-08
Age at Menarche,tau,S-LDSC,Conserved_Primate_phastCons46way.flanking.500,7.307956923292799e-08,2.7008387964474426e-08
Age at Menarche,tau,S-LDSC,BivFlnk,1.865128919194038e-07,6.115441118428262e-08
Age at Menarche,tau,S-LDSC,BivFlnk.flanking.500,-3.381957227589809e-08,4.501214583286927e-08
Age at Menarche,tau,S-LDSC,Human_Promoter_Villar,-9.273372383943148e-08,5.51021405169296e-08
Age at Menarche,tau,S-LDSC,Human_Promoter_Villar.flanking.500,3.582284809881029e-07,2.279531271728234e-07
Age at Menarche,tau,S-LDSC,Human_Enhancer_Villar,-3.78834142747936e-10,2.9587160143216212e-08
Age at Menarche,tau,S-LDSC,Human_Enhancer_Villar.flanking.500,2.5033837751377767e-08,9.686169576970681e-08
Age at Menarche,tau,S-LDSC,Ancient_Sequence_Age_Human_Promoter,3.283640963681738e-07,1.6174572928994853e-07
Age at Menarche,tau,S-LDSC,Ancient_Sequence_Age_Human_Promoter.flanking.500,8.10186912415607e-09,1.671509728334691e-07
Age at Menarche,tau,S-LDSC,Ancient_Sequence_Age_Human_Enhancer,-8.167712882997108e-08,9.098781235073109e-08
Age at Menarche,tau,S-LDSC,Ancient_Sequence_Age_Human_Enhancer.flanking.500,-9.800686309430484e-08,6.4641691798248e-08
Age at Menarche,tau,S-LDSC,Human_Enhancer_Villar_Species_Enhancer_Count,1.2344797614175438e-08,8.363236855730099e-09
Age at Menarche,tau,S-LDSC,Human_Promoter_Villar_ExAC,3.336881946319835e-07,1.581720583882184e-07
Age at Menarche,tau,S-LDSC,Human_Promoter_Villar_ExAC.flanking.500,-2.611327043081961e-08,4.2784340291343223e-07
Age at Menarche,tau,S-LD2MAF,base,-3.2921292701030826e-08,2.1178593417974168e-08
Age at Menarche,tau,S-LD2MAF,Coding_UCSC,-2.5671504689041242e-08,1.1454454911746273e-07
Age at Menarche,tau,S-LD2MAF,Coding_UCSC.flanking.500,-5.911202063412017e-08,2.748577656271912e-08
Age at Menarche,tau,S-LD2MAF,Conserved_LindbladToh,3.491314631893696e-08,1.5340553740993137e-07
Age at Menarche,tau,S-LD2MAF,Conserved_LindbladToh.flanking.500,-4.074246479642835e-08,2.4267808518002527e-08
Age at Menarche,tau,S-LD2MAF,CTCF_Hoffman,8.742309706010125e-08,4.798742985748649e-08
Age at Menarche,tau,S-LD2MAF,CTCF_Hoffman.flanking.500,-2.2990224410329264e-08,2.8627788544079367e-08
Age at Menarche,tau,S-LD2MAF,DGF_ENCODE,-1.6064944441435198e-08,3.1280240355350236e-08
Age at Menarche,tau,S-LD2MAF,DGF_ENCODE.flanking.500,-4.1641953159321416e-08,1.6213362367846058e-08
Age at Menarche,tau,S-LD2MAF,DHS_peaks_Trynka,-9.488653874940037e-08,5.458159397044492e-08
Age at Menarche,tau,S-LD2MAF,DHS_Trynka,-3.229744246931676e-08,3.6089446031391137e-08
Age at Menarche,tau,S-LD2MAF,DHS_Trynka.flanking.500,3.3444627317638276e-09,1.906598787168754e-08
Age at Menarche,tau,S-LD2MAF,Enhancer_Andersson,1.0386487275454343e-07,9.544161509190165e-08
Age at Menarche,tau,S-LD2MAF,Enhancer_Andersson.flanking.500,-7.899493297193663e-08,4.382843535262491e-08
Age at Menarche,tau,S-LD2MAF,Enhancer_Hoffman,2.844880976216231e-08,3.041328352828981e-08
Age at Menarche,tau,S-LD2MAF,Enhancer_Hoffman.flanking.500,-1.6053588971228462e-08,2.972817926525945e-08
Age at Menarche,tau,S-LD2MAF,FetalDHS_Trynka,1.0284759049183476e-08,4.214480875397914e-08
